"rule_id","bucket","authority","standard","standard_versions","severity","executability","pattern","status","core_id","cg_ids","tig_ids","fb_ids","p21_id_equivalent","p21_primitive","overlap_type","message","check_tree_preview","converted_at","notes"
"679","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, DEVTYGy is populated and DEVTYGyN is not populated ",NA,NA,NA
"680","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, DEVTYGyN is populated and DEVTYGy is not populated ",NA,NA,NA
"681","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of MODELGy for a given value of MODELGyN, considering only those rows on which both variables are populated",NA,NA,NA
"682","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of MODELGyN for a given value of MODELGy, considering only those rows on which both variables are populated",NA,NA,NA
"683","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, MODELGy is populated and MODELGyN is not populated ",NA,NA,NA
"684","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, MODELGyN is populated and MODELGy is not populated ",NA,NA,NA
"685","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"DEVSDT is not present within ADDL",NA,NA,NA
"686","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"DEVEDT is not present within ADDL",NA,NA,NA
"687","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"The value of DEVIPDT is greater than the value of DEVXPDT, considering only rows on which both variables are populated",NA,NA,NA
"688","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within ADDL there is more than one record for unique values of USUBJID and SPDEVID",NA,NA,NA
"689","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SPDEVID is not present within dataset",NA,NA,NA
"691","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, BASE is populated and there is not at least one record with ABLFL equal to Y",NA,NA,NA
"692","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, BASEC is populated and there is not at least one record with ABLFL equal to Y",NA,NA,NA
"693","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, there is more than one value of BASE for a given value of BASEC, considering only those",NA,NA,NA
"694","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, there is more than one value of BASEC for a given value of BASE, considering only those",NA,NA,NA
"695","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is present, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a combination of d",NA,NA,NA
"696","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Within a given PARAMCD and BASETYPE for a combination of device and subject, more than one record has ABLFL equal to Y",NA,NA,NA
"697","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Within a given PARAMCD for a combination of device and subject, more than one record has ABLFL equal to Y and BASETYPE is not present",NA,NA,NA
"698","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is not present, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD for a combination of device and",NA,NA,NA
"699","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is not present, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD for a combination of devi",NA,NA,NA
"7","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of FN is present but a variable with the same root and a suffix of FL is not present",NA,NA,NA
"70","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a prefix of TR, containing AG with a suffix of N is present and a variable with the same root without a suffix of N is not present",NA,NA,NA
"700","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, CHG is populated and is not equal to AVAL - BASE",NA,NA,NA
"701","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, PCHG is populated and is not equal to ((AVAL - BASE)/BASE)*100",NA,NA,NA
"702","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is present, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a combination o",NA,NA,NA
"703","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is not present, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD for a combination of device ",NA,NA,NA
"704","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, BCHG is populated and is not equal to BASE-AVAL",NA,NA,NA
"705","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a combination of device and subject, PBCHG is populated and is not equal to ((BASE-AVAL)/AVAL)*100",NA,NA,NA
"706","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"For every unique xx value of APERIOD in BDS or OCCDS datasets, there is not a variable PxxSw",NA,NA,NA
"707","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"For every unique w value of ASPER in BDS or OCCDS datasets, there is not a variable PxxSw",NA,NA,NA
"708","adam-v5.0","CDISC","ADaM-IG","1.1","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Labels for ADaM variables do not match the standard labels for ADaM variables listed in the implementation guide that cannot be modified (with the exception of ",NA,NA,NA
"709","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Labels for ADaM variables do not match the standard labels for ADaM variables listed in the implementation guide that cannot be modified (with the exception of ",NA,NA,NA
"71","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ARM is not present within ADSL",NA,NA,NA
"710","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of RFL has a value that is not Y, N, or null",NA,NA,NA
"711","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of PFL has a value that is not Y, N, or null",NA,NA,NA
"712","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of RFN has a value that is not 1, 0 or null",NA,NA,NA
"713","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of PFN has a value that is not 1, 0, or null",NA,NA,NA
"714","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of a variable which has a suffix of GRyN for a given value of a variable with the same root name and suffix of GRy, considering onl",NA,NA,NA
"715","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of a variable which has a suffix of GRy for a given value of a variable with the same root name and suffix of GRyN, considering onl",NA,NA,NA
"716","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of TM is not a numeric variable excluding SDTM variables with a suffix of ELTM",NA,NA,NA
"717","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTxxPN for a given value of TRTxxP, considering only those rows on which both variables are populated",NA,NA,NA
"718","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTxxP for a given value of TRTxxPN, considering only those rows on which both variables are populated",NA,NA,NA
"719","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"None of the subject-level or record-level treatment variables defined in the IG is present",NA,NA,NA
"72","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRT01P is not present within ADSL",NA,NA,NA
"720","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A non-missing value of TRTP is not equal to at least one value of the character planned treatment variables in ADSL defined in the IG",NA,NA,NA
"721","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTPN for a given value of TRTP, considering only those rows on which both variables are populated",NA,NA,NA
"722","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTP for a given value of TRTPN, considering only those rows on which both variables are populated",NA,NA,NA
"723","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTAN for a given value of TRTA, considering only those rows on which both variables are populated",NA,NA,NA
"724","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTA for a given value of TRTAN, considering only those rows on which both variables are populated",NA,NA,NA
"725","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of APERIODC for a given value of APERIOD, considering only those rows on which both variables are populated",NA,NA,NA
"726","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of APERIOD for a given value of APERIODC, considering only those rows on which both variables are populated",NA,NA,NA
"727","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of AVISITN for a given value of AVISIT, considering only those rows on which both variables are po",NA,NA,NA
"728","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of AVISIT for a given value of AVISITN, considering only those rows on which both variables are po",NA,NA,NA
"729","adam-v5.0","CDISC","ADaM-IG","1.1","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of ATPTN for a given value of ATPT, considering only those rows on which both variables are popula",NA,NA,NA
"730","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of PARCATy for a given value of PARCATyN, considering only those rows on which both variables are populated",NA,NA,NA
"731","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of PARCATyN for a given value of PARCATy, considering only those rows on which both variables are populated",NA,NA,NA
"732","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a subject, there is more than one value of BASE for a given value of BASEC, considering only those rows on which both variab",NA,NA,NA
"733","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD for a subject, there is more than one value of BASEC for a given value of BASE, considering only those rows on which both variab",NA,NA,NA
"734","adam-v5.0","CDISC","ADaM-IG","1.1","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Within a dataset, BASETYPE is populated for at least one record and is not populated for at least one record",NA,NA,NA
"735","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD where either BASE or BASEC are populated, BASETYPE is populated for at least one record and is not populated for at least one re",NA,NA,NA
"736","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of SHIFTy for a given value of SHIFTyN, considering only those rows on which both variables are po",NA,NA,NA
"737","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of SHIFTyN for a given value of SHIFTy, considering only those rows on which both variables are po",NA,NA,NA
"738","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of PARAM for a given value of PARAMCD, considering only those rows on which both variables are populated",NA,NA,NA
"739","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of PARAMCD for a given value of PARAM, considering only those rows on which both variables are populated",NA,NA,NA
"740","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a dataset, there is more than one value of PARAM for a given value of PARAMN, considering only those rows on which both variables are populated",NA,NA,NA
"741","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a dataset, there is more than one value of PARAMN for a given value of PARAM, considering only those rows on which both variables are populated",NA,NA,NA
"742","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of AVALC for a given value of AVAL, considering only those rows on which both variables are popula",NA,NA,NA
"743","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of AVAL for a given value of AVALC, considering only those rows on which both variables are popula",NA,NA,NA
"744","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is populated, BTOXGR is populated, and BTOXGR is not equal to ATOXGR where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject",NA,NA,NA
"745","adam-v5.0","CDISC","ADaM-IG","1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"BASETYPE is populated, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject",NA,NA,NA
"746","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SRCDOM has a value that is not an SDTM domain name, ADaM dataset name, or null",NA,NA,NA
"747","adam-v5.0","CDISC","ADaM-IG","1.1","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of AVALCATy for a given value of AVAL, where y is a single-digit integer [1-9]",NA,NA,NA
"748","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of AVALCATy for a given value of AVAL and y, where y is a single-digit integer [1-9]",NA,NA,NA
"749","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of BASECATy for a given value of BASE and y, where y is a single-digit integer [1-9]",NA,NA,NA
"75","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRTxxPN is present and TRTxxP is not present",NA,NA,NA
"750","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of CHGCATy for a given value of CHG and y, where y is an integer [1-99, not zero-padded]",NA,NA,NA
"751","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of PARAMCD, there is more than one value of PCHGCATy for a given value of PCHG and y, where y is a single-digit integer [1-9]",NA,NA,NA
"752","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTSEQP for a given value of TRTSEQPN, considering only those rows on which both variables are populated",NA,NA,NA
"753","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTSEQPN for a given value of TRTSEQP, considering only those rows on which both variables are populated",NA,NA,NA
"754","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTSEQA for a given value of TRTSEQAN, considering only those rows on which both variables are populated",NA,NA,NA
"755","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTSEQAN for a given value of TRTSEQA, considering only those rows on which both variables are populated",NA,NA,NA
"756","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of TRTxxP, there is more than one value of TRxxPGy, where xx is an integer [01-99, zero-padded] and y is an integer [1-99, not zero-padded]",NA,NA,NA
"757","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRxxPGy for a given value of TRxxPGyN, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9], consid",NA,NA,NA
"758","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRxxPGyN for a given value of TRxxPGy, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9], consid",NA,NA,NA
"759","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a given value of TRTxxA, there is more than one value of TRxxAGy, where xx is an integer [01-99, zero-padded] and y is an integer [1-99, not zero-padded]",NA,NA,NA
"76","adam-v5.0","CDISC","ADaM-IG","1.0","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTxxPN for a given value of TRTxxP",NA,NA,NA
"760","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRxxAGy for a given value of TRxxAGyN, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9], consid",NA,NA,NA
"761","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRxxAGyN for a given value of TRxxAGy, where xx is an integer [01-99, zero-padded] and y is a single-digit integer [1-9], consid",NA,NA,NA
"762","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTPGy for a given value of TRTPGyN, where y is an integer [1-99, not zero-padded], considering only those rows on which both va",NA,NA,NA
"763","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTPGyN for a given value of TRTPGy, where y is an integer [1-99, not zero-padded], considering only those rows on which both va",NA,NA,NA
"764","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRTPGy is present and TRTA is present but TRTAGy is not present, where y is an integer [1-99, not zero-padded]",NA,NA,NA
"765","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTAGy for a given value of TRTAGyN, where y is an integer [1-99, not zero-padded], considering only those rows on which both va",NA,NA,NA
"766","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTAGyN for a given value of TRTAGy, where y is an integer [1-99, not zero-padded], considering only those rows on which both va",NA,NA,NA
"767","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTxxAN for a given value of TRTxxA, where xx is an integer [01-99, zero-padded], considering only those rows on which both vari",NA,NA,NA
"768","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTxxA for a given value of TRTxxAN, where xx is an integer [01-99, zero-padded], considering only those rows on which both vari",NA,NA,NA
"769","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AESEV for a given value of AESEVN, considering only those rows on which both variables are populated",NA,NA,NA
"77","adam-v5.0","CDISC","ADaM-IG","1.0","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of TRTxxP for a given value of TRTxxPN",NA,NA,NA
"770","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AESEVN for a given value of AESEV, considering only those rows on which both variables are populated",NA,NA,NA
"771","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ASEV for a given value of ASEVN, considering only those rows on which both variables are populated",NA,NA,NA
"772","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ASEVN for a given value of ASEV, considering only those rows on which both variables are populated",NA,NA,NA
"773","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of SEVGRy for a given value of SEVGRyN, considering only those rows on which both variables are populated",NA,NA,NA
"774","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of SEVGRyN for a given value of SEVGRy, considering only those rows on which both variables are populated",NA,NA,NA
"775","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AEREL for a given value of AERELN, considering only those rows on which both variables are populated",NA,NA,NA
"776","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AERELN for a given value of AEREL, considering only those rows on which both variables are populated",NA,NA,NA
"777","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AREL for a given value of ARELN, considering only those rows on which both variables are populated",NA,NA,NA
"778","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ARELN for a given value of AREL, considering only those rows on which both variables are populated",NA,NA,NA
"779","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of RELGRy for a given value of RELGRyN, considering only those rows on which both variables are populated",NA,NA,NA
"78","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"At least one TRTxxP is present where xx is greater than 01 and TRxxSDT is not present",NA,NA,NA
"780","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of RELGRyN for a given value of RELGRy, considering only those rows on which both variables are populated",NA,NA,NA
"781","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AETOXGR for a given value of AETOXGRN, considering only those rows on which both variables are populated",NA,NA,NA
"782","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of AETOXGRN for a given value of AETOXGR, considering only those rows on which both variables are populated",NA,NA,NA
"783","adam-v5.0","CDISC","ADaM-IG","1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ATOXGR for a given value of ATOXGRN, considering only those rows on which both variables are populated",NA,NA,NA
