"core_id","cg_ids","tig_ids","fb_ids","rule_type","description","outcome_message","core_executable","cg_executability","overlap_type"
"CORE-000329","CG0063","","","Record Data","Raise an error when multiple records within same USUBJID exist with DSCAT = DISPOSITION EVENT but EPOCH is empty","Multiple records within same USUBJID exist with DSCAT = DISPOSITION EVENT but EPOCH is empty",TRUE,"predicate","true-duplicate"
"CORE-000330","CG0122","","","Record Data","ACTARM value must match ARM value in Demographics when ARM equals ""Screen Failure"" or ""Not Assigned""","ARM should be equal to ACTARM when ARM is Screen Failure or Not Assigned.",TRUE,"predicate","true-duplicate"
"CORE-000331","CG0124; CG0125","","","Record Data","ACTARMCD values in Demographics are restricted to ARMCD values in Trial Arms when ACTARMCD is not equal to ""SCRNFAIL"", ""NOTASSGN"", ""NOTTRT"", or ""UNPLA","DM.ACTARMCD must equal SCRNFAIL, NOTASSGN, NOTTRT, or UNPLAN if the value is not present in TA.ARMCD",TRUE,"predicate","true-duplicate"
"CORE-000332","CG0193","","","Record Data","Raise an error when MBTESTCD=ORGANISM, MSSTRESC!='NO GROWTH', MBMETHOD!='GRAM STAIN' and MBRESCAT is empty","MBRESCAT is expected when MBTESTCD='ORGANISM', MSSTRESC!='NO GROWTH', MBMETHOD!='GRAM STAIN'",TRUE,"predicate","true-duplicate"
"CORE-000333","CG0215","","","Record Data","Raise an error when SVUPDES is null and SV.VISIT is not in TV.VISIT","SVUPDES is not populated or does not exist, but the VISIT does not equal a VISIT present in TV",TRUE,"predicate","true-duplicate"
"CORE-000334","CG0016","TIG0301; TIG0065","","Variable Metadata Check","Raise an error when an expected variable is not present in the dataset.","At least one expected variable is missing from dataset",TRUE,"narrative","core-is-better"
"CORE-000335","CG0280","","","Record Data","Raise an error when TSPARMCD = ""RANDQT"" and the value provided in TSVAL is not a number between 0 and 1.","TSPARMCD = ""RANDQT"" but TSVAL is not a number between 0 and 1.",TRUE,"narrative","core-is-better"
"CORE-000337","CG0140","TIG0386","","Record Data","Raise an error when multiple races are collected in SUPPDM but RACE in DM does not equal ""MULTIPLE"".","Multiple races are collected in SUPPDM but RACE in DM does not equal ""MULTIPLE"".",TRUE,"predicate","true-duplicate"
"CORE-000338","CG0457","","","Record Data","Raise an error when TSPARMCD = ""ACTSUB"" and the value provided in TSVAL is not an integer greater than 0.","TSPARMCD = ACTSUB but the value provided in TSVAL is not a positive integer.",TRUE,"predicate","true-duplicate"
"CORE-000339","CG0456","","","Record Data","Raise an error when TSPARMCD = FCNTRY and TSVCDREF is not equal to 'ISO 3166-1 alpha-3'","TSPARMCD = FCNTRY but TSVCDREF is not equal to 'ISO 3166-1 alpha-3'",TRUE,"predicate","true-duplicate"
"CORE-000340","CG0440","","","Record Data","Raise an error when TSPARMCD = ""PLANSUB"" and the value provided in TSVAL is not an integer greater than 0.","TSPARMCD = PLANSUB but the value provided in TSVAL is not a positive integer.",TRUE,"predicate","true-duplicate"
"CORE-000351","CG0151","TIG0392; TIG0255","","Record Data","USUBJID must be unique across all studies","USUBJID is not unique within study",TRUE,"predicate","true-duplicate"
"CORE-000352","CG0207","TIG0427","","Record Data","Trigger error where SEENDTC is not equal to SESTDTC of the next element.","SEENDTC is not equal to SESTDTC of the next element.",TRUE,"predicate","true-duplicate"
"CORE-000354","CG0007","TIG0292","","Record Data","Raise an error when the date portion of --DTC is an incomplete date or the date portion of DM.RFSTDTC is an incomplete date, but --DY is not empty","The date portion of --DTC is not complete date or the date portion of DM.RFSTDTC is not complete date, but --DY is not e",TRUE,"narrative","core-is-better"
"CORE-000355","CG0014","TIG0299; TIG0057","","Variable Metadata Check","Part A: Raise an error when a Required variable is not present in the dataset.","At least one required variable is missing from dataset",TRUE,"narrative","core-is-better"
"CORE-000356","CG0014","TIG0299; TIG0057","","Value Check with Dataset Metadata","Part B: Raise an error when a Required variable is null.","At least one Required variable has a null value",TRUE,"narrative","core-is-better"
"CORE-000357","CG0018","TIG0303","","Dataset Metadata Check","When a supplemental qualifier dataset is associated with a split dataset, the dataset name length must not be greater than 8 characters.","Supplemental qualifier dataset associated with a split dataset is greater than 8 characters in length",TRUE,"predicate","true-duplicate"
"CORE-000358","CG0022","TIG0306","","Record Data","Verify that when --LNKGRP is present in one domain it is also present in another domain.","LNKGRP variable is not found in any of the other domains.",TRUE,"predicate","true-duplicate"
"CORE-000361","CG0035","TIG0316","FB0919","Record Data","When VISITNUM is present in TV, VISIT and VISITNUM should have a one-to-one relationship.","VISIT and VISITNUM do not have a one-to-one relationship.",TRUE,"predicate","true-duplicate"
"CORE-000362","CG0037","","","Record Data","Raise an error when primary SOC is used for analysis and SOC Code is not equal to Body System Code","Primary analysis was used but --SOCCD and --BDSYCD are not equal",TRUE,"predicate","true-duplicate"
"CORE-000363","CG0068","TIG0338","","Record Data","When there are multiple informed consents obtained and DSDECOD = 'INFORMED CONSENT OBTAINED', the earliest DSSTDTC for each subject should be equal to","The earliest disposition date for ""INFORMED CONSENT OBTAINED"" is not equal to DM.RFICDTC",TRUE,"predicate","true-duplicate"
"CORE-000364","CG0073","","","Record Data","Raise an error when DSCAT = ""PROTOCOL MILESTONE"" but EPOCH is not equal to null.","EPOCH should be null if DSCAT is protocol milestone",TRUE,"predicate","true-duplicate"
"CORE-000365","CG0077","","","Record Data","MHCAT should not group all records.  If no smaller categorization can be applied, then it is not necessary to include or populate this variable.","MHCAT is grouping all records into one generic group. If no smaller categorization can be applied, then it is not necess",TRUE,"narrative","core-is-better"
"CORE-000366","CG0109","","","Record Data","Raise an error when subject has no records in EX but ACTARMCD is not equal to SCRNFAIL, NOTASSGN or NOTTRT.","Subject has no records in EX but ACTARMCD is not equal to SCRNFAIL, NOTASSGN or NOTTRT.",TRUE,"narrative","core-is-better"
"CORE-000367","CG0117; CG0118","","","Record Data","Raise an error when no TA.ARM exists for ACTARM in DM and ACTARM does not equal Screen Failure, Not Assigned, Not Treated, or Unplanned Treatment in D","ACTARM is not in TA.ARM, but ACTARM in DM does not equal Screen Failure, Not Assigned, Not Treated, or Unplanned Treatme",TRUE,"predicate","true-duplicate"
"CORE-000368","CG0120; CG0121","","","Record Data","ARM values in Demographics are restricted to ARM values in Trial Arms when not equal to ""Screen Failure"" or ""Not Assigned""","ARM is not in TA.ARM, but ARM in DM does not equal Screen Failure or Not Assigned.",TRUE,"predicate","true-duplicate"
"CORE-000369","CG0141","","","Record Data","Raise an error when RFENDTC is not null, but ACTARM is Screen Failure, Not Assigned, or Not Treated","RFENDTC must be null when ACTARM in (Screen Failure, Not Assigned, Not Treated).",TRUE,"narrative","core-is-better"
"CORE-000370","CG0143","TIG0387","","Record Data","DM.RFICDTC must equal the earliest DS.DSSTDTC when DSTERM indicates informed consent obtained.","DM.RFICDTC is not equal to the earliest DSSTDTC, when DSTERM indicates Informed consent obtained.",TRUE,"narrative","core-is-better"
"CORE-000371","CG0244","","","Record Data","Raise an error when ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""","ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""",TRUE,"predicate","true-duplicate"
"CORE-000372","CG0269","","","Record Data","For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing","For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",TRUE,"predicate","true-duplicate"
"CORE-000373","CG0271","","","Record Data","For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing","For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",TRUE,"predicate","true-duplicate"
"CORE-000374","CG0537","TIG0630","","Record Data","Trigger error when there is more than one record per subject per EPOCH","There is more than one record per subject per EPOCH",TRUE,"predicate","true-duplicate"
"CORE-000375","CG0202","","","Record Data","Raise an error when QORIG = ASSIGNED and QEVAL is not populated.","QORIG = ASSIGNED but QEVAL is not populated",TRUE,"predicate","true-duplicate"
"CORE-000376","CG0349","TIG0514","","Variable Metadata Check","Raise an error when the two first characters of a prefixed variable within a custom domain do not match the DOMAIN value.","First 2 characters of prefixed variable within custom domain do not match the DOMAIN value.",TRUE,"narrative","core-is-better"
"CORE-000377","CG0129","","","Record Data","ARMCD value must match ACTARMCD value in Demographics when ARMCD equals ""SCRFNFAIL"" or ""NOTASSGN""","DM.ARMCD must equal DM.ACTARMCD when subject is either a screen failure or not assigned to treatment",TRUE,"predicate","true-duplicate"
"CORE-000378","CG0142","","","Record Data","Raise an error when RFENDTC is null, but ACTARM is not Screen Failure, Not Assigned, or Not Treated","RFENDTC must not be null when ACTARM is a value other than Screen Failure, Not Assigned, or Not Treated.",TRUE,"predicate","true-duplicate"
"CORE-000379","CG0145","","","Record Data","Raise an error when RFSTDTC is not null, but ACTARM is either Screen Failure, Not Assigned, or Not Treated","RFSTDTC must be null when ACTARM in (Screen failure, Not Assigned, Not Treated).",TRUE,"narrative","core-is-better"
"CORE-000380","CG0146","","","Record Data","Raise an error when RFSTDTC is null, but ACTARM is neither Screen Failure, Not Assigned, nor Not Treated","RFSTDTC must not be null when ACTARM is not in (Screen Failure, Not Assigned, Not Treated.",TRUE,"predicate","true-duplicate"
"CORE-000384","CG0374","TIG0538","","Record Data","RELREC.RDOMAIN must represent a dataset that is present in the study.","RELREC.RDOMAIN does not represent a dataset present in the study",TRUE,"predicate","true-duplicate"
"CORE-000398","CG0303","","","Variable Metadata Check against Library Metadata","Raise an error when the variable label for an IG-variable does not correspond to the variable label in the Implementation Guide.","The label of the variable does not correspond to the label in the IG",TRUE,"narrative","core-is-better"
"CORE-000452","CG0432","","","Record Data","Raise an error when AGEU is empty, but AGE or AGETXT is not empty.","Missing value for AGEU, when AGE or AGETXT is provided",TRUE,"predicate","true-duplicate"
"CORE-000453","CG0433","","","Record Data","Raise an error when AGE is empty, but AGEU is not empty.","Missing value for AGE, when AGEU is provided",TRUE,"predicate","true-duplicate"
"CORE-000457","CG0373","TIG0537","","Record Data","Trigger error when SUPP--.RDOMAIN does not represent a dataset present in the study","SUPP--.RDOMAIN does not represent a dataset present in the study",TRUE,"predicate","true-duplicate"
"CORE-000467","CG0441","","","Record Data","Raise an error when TSPARMCD = STOPRULE and TSVAL is not completed.","TSVAL is missing when TSPARMCD = STOPRULE.",TRUE,"predicate","true-duplicate"
"CORE-000468","CG0276","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.","A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.",TRUE,"predicate","true-duplicate"
"CORE-000469","CG0277","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.","A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.",TRUE,"predicate","true-duplicate"
"CORE-000470","CG0278","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.","A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.",TRUE,"predicate","true-duplicate"
"CORE-000473","CG0272","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not equal HEALT","A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not e",TRUE,"narrative","core-is-better"
"CORE-000483","CG0455","","","Record Data","Raise an error when TSPARMCD = PCLAS but TSVCDREF is not equal to 'MED-RT'.","TSPARMCD = PCLAS but TSVCDREF does not equal 'MED-RT'.",TRUE,"predicate","true-duplicate"
"CORE-000484","CG0200","TIG0421","","Record Data","Within a subject, each unique RELID should be present on multiple RELREC records","Unique RELID is NOT present on multiple RELREC records within a subject.",TRUE,"narrative","core-is-better"
"CORE-000497","CG0279","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TPCLAS is empty but applicable.","A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = PCLAS is empty when PCL",TRUE,"predicate","true-duplicate"
"CORE-000501","CG0216","","","Record Data","Raise an error if SVUPDES is not null when VISITDY is populated.","VISITDY is populated when SVUPDES is also populated.",TRUE,"predicate","true-duplicate"
"CORE-000502","CG0369","TIG0533","","Record Data","Raise an error when RDOMAIN is populated but the referenced RDOMAIN doesn't exist as a dataset in the present study","RDOMAIN does not represent a dataset present in the study.",TRUE,"narrative","core-is-better"
"CORE-000504","CG0283","","","Record Data","Raise an error when TSVAL for TSPARMCD=DCUTDTC is not a valid date/time","Invalid date for TSVAL for TSPARMCD = DCUTDTC (Data Cutoff Date)",TRUE,"predicate","true-duplicate"
"CORE-000505","CG0285","","","Record Data","Study Start Date (SSTDTC) value in the TS dataset should be populated in ISO 8601 format.","TSVAL where TSPARMCD = SSTDTC is not in ISO 8601 format.",TRUE,"predicate","true-duplicate"
"CORE-000506","CG0286","","","Record Data","Raise an error when TSVAL for TSPARMCD=SENDTC is not a valid date/time","Invalid date for TSVAL for TSPARMCD = SENDTC (Study End Date)",TRUE,"predicate","true-duplicate"
"CORE-000510","CG0017","","","Dataset Metadata Check","Split datasets (excluding supplemental qualifiers) is expected to have a have a length of 3 or 4 characters","Split dataset name is not 3 or 4 characters in length",TRUE,"predicate","true-duplicate"
"CORE-000515","CG0412","","","Record Data","Raise an error when DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"", and there are no DS records for the same subject","DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"" but there are no DS records for the same subject",TRUE,"narrative","core-is-better"
"CORE-000517","","","FB4003","Record Data","Total Daily Dose (--DOSTOT) value should not be negative.","Negative value for --DOSTOT.",TRUE,NA,"core-only"
"CORE-000518","","","FB4004","Record Data","Value for Treatment Vehicle Amount (--VAMT) should not be negative.","Negative value for --VAMT.",TRUE,NA,"core-only"
"CORE-000522","","","FB1401","Record Data","Category for Disposition Event (DSCAT) should be populated.","Missing DSCAT value for Disposition Event.",TRUE,NA,"core-only"
"CORE-000527","CG0209","TIG0428","","Record Data","Trigger error where element is not the last element and SEENDTC is null.","SEENDTC is null when element is not the last.",TRUE,"predicate","true-duplicate"
"CORE-000529","CG0006","TIG0291; TIG0274; TIG0275","FB1603","Record Data","Raise an error when --DY is not calculated as per the study day algorithm as a non-zero integer value when the date portion of --DTC is complete and t","--DY is not correctly calculated even though the date portion of --DTC is complete, the date portion of RFSTDTC is compl",TRUE,"narrative","core-is-better"
"CORE-000530","CG0119","","","Record Data","Raise an error when ACTARM is Screen Failure or Not Assigned, and ACTARM does not equal ARM","ACTARM should be equal to ARM when ACTARM is Screen Failure or Not Assigned.",TRUE,"predicate","true-duplicate"
"CORE-000531","CG0126; CG0128","","","Record Data","ARMCD values in Demographics are restricted to ARMCD values in  Trial Arms when DM.ARMCD is not equal to ""SCRNFAIL"" or ""NOTASSGN""","DM.ARMCD must equal SCRNFAIL or NOTASSGN if the value is not present in TA.ARMCD",TRUE,"predicate","true-duplicate"
"CORE-000532","CG0275","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = ADDON and TSVAL = Y but TSVAL for TSPARMCD = CURTRT is empty.","A record exists in TS where TSPARMCD = ADDON and TSVAL = Y but TSVAL for TSPARMCD = CURTRT is empty.",TRUE,"predicate","true-duplicate"
"CORE-000533","CG0138","","","Record Data","","A SUPP domain other than SUPPDM contains population flags (name fragments reserved)",TRUE,"narrative","core-is-better"
"CORE-000534","CG0248","TIG0452; TIG0148","","Record Data","TAETORD must be an integer","TAETORD is not an integer",TRUE,"predicate","true-duplicate"
"CORE-000535","CG0662; CG0620","TIG0066; TIG0661","","Record Data","Trigger error when the order of --SEQ is not chronological (based on --STDTC) within USUBJID","--SEQ is not chronological (based on --STDTC) within USUBJID",TRUE,"narrative","core-is-better"
"CORE-000538","CG0334","TIG0500","","Record Data","Trigger error when RDOMAIN does not match characters 5 and 6 of the Supplementary dataset name","RDOMAIN does not match characters 5 and 6 of the dataset name",TRUE,"narrative","core-is-better"
"CORE-000539","CG0332","TIG0498","","Dataset Metadata Check","Raise an error when split domains (i.e three/four-letter domain name) do not have a two-letter parent domain present in the study.","Split dataset is present but the two-Letter parent domain is missing.",TRUE,"narrative","core-is-better"
"CORE-000540","CG0333","TIG0499","","Dataset Metadata Check","Raise an error when parent domain referenced in Findings About dataset name is not present in the study.","Parent domain referenced in Findings About dataset name is not present in the study",TRUE,"narrative","core-is-better"
"CORE-000541","CG0372","TIG0536","","Record Data","Part B - Raise an error when IETESTCD > 8 chars or contains more than only letters, numbers and underscores, or starts with a number.","IETESTCD > 8 chars or contains more than only letters, numbers, underscores, or starts with a number.",TRUE,"narrative","core-is-better"
"CORE-000542","","TIG0280","FB3102","Record Data","Raise an error when --STRESC is populated with a numeric value, but --STRESN is not populated, or --STRESN is not equal to --STRESC.","--STRESC is numeric but --STRESN is not populated or not equal to --STRESC.",TRUE,NA,"core-only"
"CORE-000543","CG0127","","","Record Data","Raise an error when ACTARMCD equals ""SCRFNFAIL"" or ""NOTASSGN"" but ARMCD doesn't equal ACTARMCD.","ARMCD does not equal ACTARMCD when subject is either a screen failure or not assigned to treatment",TRUE,"predicate","true-duplicate"
"CORE-000544","CG0028","","","Record Data","Excluding TS.TSSEQ, raise an error when --SEQ is not a unique number per USUBJID per domain, or not a unique number per POOLID per domain, including w","--SEQ is not a unique number per USUBJID per domain, nor a unique number per POOLID per domain, including when the domai",TRUE,"narrative","core-is-better"
"CORE-000550","CG0013; CG0351","TIG0298","","Variable Metadata Check","Raise an error when a variable is not an allowed variable for an Observation Class","Variables not listed in the Model List of Allowed Variables for Observation Class should be in SUPPQUAL.",TRUE,"narrative","core-is-better"
"CORE-000552","CG0220","TIG0434","","Record Data","Study day must be calculated using the algorithm detailed in the SDTMIG.","--STDY is not properly calculated per study day algorithm",TRUE,"predicate","true-duplicate"
"CORE-000553","CG0222","TIG0436","","Record Data","Study day must be calculated using the algorithm detailed in the SDTMIG.","--ENDY is not properly calculated per study day algorithm",TRUE,"predicate","true-duplicate"
"CORE-000562","CG0273","","","Record Data","Raise an error when a record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = N but TSVAL for TSPARMCD = TDIGRP is empty.","A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = N but TSVAL for TSPARMCD = TDIGRP is empty.",TRUE,"predicate","true-duplicate"
"CORE-000563","CG0282","","","Record Data","TSVAL must be either Y or N when TSPARMCD is ADAPT","TSVAL must be either Y or N when TSPARMCD is ADAPT",TRUE,"predicate","true-duplicate"
"CORE-000564","CG0458","","","Record Data","Raise an error when TSPARMCD = INDIC or TSPARMCD = TDIGRP but TSVCDREF is not equal to 'SNOMED'.","TSPARMCD = INDIC or TSPARMCD = TDIGRP but TSVCDREF is not equal to 'SNOMED'.",TRUE,"predicate","true-duplicate"
"CORE-000571","CG0024","TIG0307","","Record Data","Verify that when --LNKID is present in one domain it is also present in another domain.","LNKID variable is only found in one domain.",TRUE,"predicate","true-duplicate"
"CORE-000572","CG0235","TIG0444","","Record Data","Trigger error when --ENRTPT is not in ('BEFORE', 'COINCIDENT', 'ONGOING', 'AFTER', 'UNKNOWN')","--ENRTPT is not in ('BEFORE', 'COINCIDENT', 'ONGOING', 'AFTER', 'UNKNOWN')",TRUE,"predicate","true-duplicate"
"CORE-000575","CG0219","TIG0266; TIG0433","","Variable Metadata Check","There must be at least one timing variable for any of the domains based on the three general observation classes","No timing variable is provided",TRUE,"narrative","core-is-better"
"CORE-000579","CG0408","","","Dataset Metadata Check","Raise an error when a dataset has no records.","Dataset has no record.",TRUE,"narrative","core-is-better"
"CORE-000580","CG0325","TIG0495","","Record Data","The combination of TESTRL, TEENRL, and TEDUR must be unique for each ETCD.","The combination of TESTRL, TEENRL, and TEDUR is not unique for each ETCD.",TRUE,"predicate","true-duplicate"
"CORE-000581","CG0368","TIG0532","","Domain Presence Check","DM dataset should be present.","DM dataset is missing.",TRUE,"predicate","true-duplicate"
"CORE-000582","CG0262","","","Record Data","Raise an error when TSVAL(n+1) ^= null and TSVALn = null","TSVALn is null when TSVAL(n+1) is populated.",TRUE,"narrative","core-is-better"
"CORE-000585","CG0313","","","Record Data","Raise an error when one of the following variables; STUDYID, DOMAIN, USUBJID (or POOLID) or --SEQ is not present in the dataset.","One of following variables is not present in the dataset; STUDYID, DOMAIN, USUBJID (or POOLID) or --SEQ.",TRUE,"narrative","core-is-better"
"CORE-000586","CG0398","","","Record Data","Raise an error when DSCAT = DISPOSITION EVENT and there is more than one record per subject for an EPOCH","Multiple records exist within the same EPOCH for a subject when DSCAT = DISPOSITION EVENT",TRUE,"predicate","true-duplicate"
"CORE-000587","CG0284","","","Record Data","Check that TVAL is an integer > 0 when TSPARMCD is NARMS","TSVAL must be an integer greater than zero when TSPARMCD is NARMS",TRUE,"predicate","true-duplicate"
"CORE-000594","CG0359","TIG0524; TIG0205","","Variable Metadata Check","Raise an error when a variable label is not in title case","Variable label is not in title case.",TRUE,"narrative","core-is-better"
"CORE-000597","CG0043","TIG0322","","Record Data","When SUPPAE.QNAM=AESOSP is present, a record with AESMIE=Y should be present","Missing AESMIE=Y where SUPPAE.QNAM=AESOSP",TRUE,"predicate","true-duplicate"
"CORE-000598","CG0413","TIG0568; TIG0037","","Dataset Metadata Check","The dataset name must begin with the DOMAIN value.","Dataset name does not begin with DOMAIN value",TRUE,"narrative","core-is-better"
"CORE-000616","","","FB4403","Record Data","When Planned Start of Assessment Interval (--STINT) is populated, Time Point Reference (--TPTREF) should also be populated.","--STINT is populated, but --TPTREF is missing.",TRUE,NA,"core-only"
"CORE-000642","","","FB4404","Record Data","When Planned End of Assessment Interval (--ENINT) is populated, Time Point Reference (--TPTREF) should also be populated.","--ENINT is populated, but --TPTREF is missing.",TRUE,NA,"core-only"
"CORE-000643","","","FB2601","Record Data","Records with a baseline flag (--BLFL) have a non missing value in character standard result variable (--STRESC)","BLFL is set to ""Y"", but no value for STRESC is provided",TRUE,NA,"core-only"
"CORE-000655","","","FB2501","Record Data","Values in ARMCD and ACTARMCD should match","Values between ARMCD and ACTARMCD are not matching",TRUE,NA,"core-only"
"CORE-000656","","","FB2502","Record Data","Values in ARM and ACTARM should match","Values between ARM and ACTARM are not matching",TRUE,NA,"core-only"
"CORE-000657","","","FB3409","Record Data","When Adverse Event Outcome (AEOUT) is populated with 'NOT RECOVERED/NOT RESOLVED', then the End Date/Time of Adverse Event (AEENDTC) should not be pop","AEENDTC is populated, when AEOUT = NOT RECOVERED/NOT RESOLVED.",TRUE,NA,"core-only"
"CORE-000658","","","FB3412","Record Data","Date/Time of Informed Consent (RFICDTC) should be prior or equal to the Date/Time of First Study Treatment (RFXSTDTC).","RFICDTC falls after RFXSTDTC.",TRUE,NA,"core-only"
"CORE-000659","","","FB3410","Record Data","When Adverse Event Outcome (AEOUT) is populated with RECOVERED/RESOLVED, then the End Date/Time of Adverse Event (AEENDTC) should be populated.","AEENDTC is missing, when AEOUT = RECOVERED/RESOLVED.",TRUE,NA,"core-only"
"CORE-000672","","","FB3901","Record Data","Normal Range Upper Limit-Standard Units (--STNRHI) should be greater than the Normal Range Lower Limit-Standard Units (--STNRLO).","--STNRHI is less than or equal to --STNRLO.",TRUE,NA,"core-only"
"CORE-000679","","","FB0608","Record Data","When Death flag (DTHFL) in the DM dataset is populated as 'Y' then a record should be present in the DS dataset where DSDECOD = 'DEATH' for the corres","DTHFL in DM dataset is ""Y"" but a record is missing in DS dataset where DSDECOD = ""DEATH"".",TRUE,NA,"core-only"
"CORE-000685","CG0571","","FB0923","Record Data","VISITNUM is present in the dataset and --TPTREF is not present in the dataset then --TPT and --TPTNUM should have a one-to-one relationship per unique","--TPT and --TPTNUM do not have a one-to-one relationship per unique value of VISITNUM.",TRUE,"narrative","core-is-better"
"CORE-000686","CG0572","","FB0924","Record Data","VISITNUM not present in dataset and --TPTREF present in dataset then --TPT and --TPTNUM should have a one-to-one relationship per unique values of --T","--TPT and --TPTNUM do not have a one-to-one relationship per unique value of --TPTREF.",TRUE,"narrative","core-is-better"
"CORE-000689","CG0573","","FB0925","Record Data","VISITNUM and --TPTREF are present then --TPT and --TPTNUM should have a one-to-one relationship per unique combination of VISITNUM and --TPTREF values","--TPT and --TPTNUM do not have a one-to-one relationship per unique combination of VISITNUM and --TPTREF values.",TRUE,"narrative","core-is-better"
"CORE-000699","","","FB3001","Record Data","Standard units should be consistent within the same assessment (having the same --TESTCD, --CAT, --SCAT, --SPEC, --METHOD values)","Standards units are inconsistent within the same test (category, sub-category, specimen and method)",TRUE,NA,"core-only"
"CORE-000700","","","FB3204","Record Data","When Study Day of Visit/Collection/Exam (--DY) is present in the dataset, then the Date/Time of Collection (--DTC) should also be present in the datas","Date/Time of Collection (--DTC) variable is missing when Study Day of Visit/Collection/Exam (--DY) is present.",TRUE,NA,"core-only"
"CORE-000701","","","FB2201","Record Data","EPOCH should be populated for clinical subject-level observations.","EPOCH is missing for clinical subject-level observation.",TRUE,NA,"core-only"
"CORE-000705","","","FB0610","Record Data","When Death flag (DTHFL) in the DM dataset is populated as 'Y' then Date/Time of Death (DTHDTC)should be populated in the DM dataset for the correspond","DTHFL is ""Y"", but DTHDTC is not populated in the DM dataset.",TRUE,NA,"core-only"
"CORE-000706","","","FB0906","Record Data","--LLTCD and --LLT should have a one-to-one relationship.","--LLTCD and --LLT do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000707","","","FB3208","Record Data","Study Day of Visit/Collection/Exam (--DY) should be less than or equal to Study Day of End of Observation (--ENDY).","--DY is greater than --ENDY.",TRUE,NA,"core-only"
"CORE-000708","","","FB3207","Record Data","When Study Day of End of Observation (--ENDY) is present in the dataset, then the End Date/Time of Observation (--ENDTC) should also be present in the","--STDY is greater than --ENDY.",TRUE,NA,"core-only"
"CORE-000709","","","FB0607","Record Data","When a record is present in the CE dataset where CETERM or CEDECOD  = 'DEATH' then death flag (DTHFL) should be populated as 'Y' in the DM dataset for","CETERM or CEDECOD is 'DEATH' in CE dataset, but DTHFL in DM dataset is not ""Y"".",TRUE,NA,"core-only"
"CORE-000710","CG0233","TIG0442","","Record Data","Trigger error when --STRTPT is not in ('BEFORE', 'COINCIDENT', 'AFTER', 'UNKNOWN') and --STTPT is prior to the date of collection or assessment.","--STRTPT is not in ('BEFORE', 'COINCIDENT', 'AFTER', 'UNKNOWN')",TRUE,"predicate","true-duplicate"
"CORE-000711","","","FB3404","Record Data","Subject Reference Start Date/Time (RFSTDTC) should be prior or equal to the Subject Reference End Date/Time (RFENDTC).","RFSTDTC falls after RFENDTC.",TRUE,NA,"core-only"
"CORE-000712","CG0370","TIG0534","","Record Data","Part A - Raise and error when IDVAR in SUPP-- is not populated with a valid variable from the dataset referenced in RDOMAIN.","Value for IDVAR in SUPP-- does not represent a variable present in the dataset referenced in RDOMAIN.",TRUE,"narrative","core-is-better"
"CORE-000713","","","FB3411","Record Data","Date/Time of Informed Consent (RFICDTC) should be prior or equal to the Subject Reference Start Date/Time (RFSTDTC).","RFICDTC falls after RFSTDTC.",TRUE,NA,"core-only"
"CORE-000714","","","FB3408","Record Data","Date/Time of First Study Treatment (RFXSTDTC) variable value should be prior or equal to the Date/Time of Last Study Treatment (RFXENDTC).","RFXSTDTC falls after RFXENDTC.",TRUE,NA,"core-only"
